Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPCHILDREN HOME/ Scheme Name: HANDPUMP,/SC1871232",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,11/07/2020,599/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035828376
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPCHILDREN HOME/ Scheme Name: HANDPUMP,/SC1871232",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,17/08/2020,943/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035800713
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPGOVT.HOSPITAL/ Scheme Name: HANDPUMP,/SC1871233",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,10/07/2020,608/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035829157
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPGOVT.HOSPITAL/ Scheme Name: HANDPUMP,/SC1871233",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,07/07/2020,518/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0033771335
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HP SC BOYS HOSTEL/ Scheme Name: HANDPUMP,/SC1871234",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,01/07/2020,556/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035815222
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPVALMIKIPETA/ Scheme Name: HANDPUMP,/SC1871235",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,06/02/2021,4090/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0037148726
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPNAGA RAJU HOUSE/ Scheme Name: HANDPUMP,/SC1871236",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,13/07/2020,620/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035832705
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPROAD SIDE/ Scheme Name: HANDPUMP,/SC1871237",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,14/08/2020,921/2020,0.000,Nil,0.230,0.150,77.000,6.000,45.000,86.000,32.000,Nil,Nil,Nil,7.110,Nil,710.000,348.000,Nil,298.000,Nil,Nil,L0034159174
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"/ Scheme Name: HANDPUMP,/SC1871239",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,09/06/2020,224/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035716017
Andhra Pradesh,East Godavari,Addateegala,Addateegala,Addateegala,Addateegala,"HPM.SRINU HOUSE/ Scheme Name: HANDPUMP,/SC1871240",Deep Tubewell,Addategala RWSS Sub Division LabSUB-DIVISION Lab,10/07/2020,614/2020,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,Nil,0.000,Nil,Nil,Nil,Nil,0.000,Nil,Nil,0.000,L0035831919
